ID,Title,AutomationStatus,
78454,Verify the BVA of Label textbox property and can be input wit alphabets numeric and special characters,Planned,
78455,Verify the Label textbox can be input wit alphabets numeric and special characters,Planned,
78456,Verify the error message if the ID textbox under data source is empty,Planned,
78457,Verify the BVA of ID textbox property,Planned,
78458,Verify the ID textbox of checkbox can be input with alphabets numeric and special characters,Planned,
78460,Verify the user can add more data source options using the Add option button and  the datasources should be displayed under data source,Planned,
78461,Verify all the data source option are displayed under data source,Planned,
78462,Verify the user can delete any option of data source,Planned,
78463,Verify the user should not be able to delete the last data source as the delete button should be hidden.,Planned,
78464,Verify all the options added should get display on the canvas displaying the text value and should be in the same order as in properties,Planned,
78468,Verify the order of the options of data source,Planned,
78481,To Verify that the user should be able to drag and drop multiple checkbox control from Toolbox,Planned,
78483,To verify the behaviour of Web console if user clicks on <back to manage app>  when the App containing new values of checkbox is not saved,Planned,
78484,To verify the behaviour of Web console if user clicks on <back to manage app>  when the App containing new values of checkbox is saved,Planned,
78486,Verify that user is able to delete the checkbox control from canvas,Planned,
78572,Verify user can view the radio button with its default value that was selected on console,Planned,
78573,Verify user can view that  no default value is appearing for radio button if no value is selected at console,Planned,
78574,Verify user can select any radio button value on agent,Planned,
78575,Verify user can only select one value from radio control,Planned,
78576,Verify the multiple checkbox behaviour in an application,Planned,
78577,Verify the order of the radio button values should be same as configured on console.,Planned,
78578,Verify the radio button value should display on List view,Planned,
78580,Verify that user is able to edit the radio button value on agent through listview,Planned,
78581,Verify  that the value selected initially for radio button should come preselected on edit mode of the record and is editable and gets saved on App. The new value is visible on List view,Planned,
78987,Verify in the edit mode user can take new picture(in portrait and landscape mode) and the changes should be saved. (for one /Multiple camera control),Planned,
78988,verify in the edit mode user can add new pictures from gallery and the changes should be saved. (for one /multiple camera control),Planned,
78989,Verify the edited data should get display as thumbnails image.(for one/Multiple camera control),Planned,
78990,Verify in the edit mode user can delete the existing pictures and the changes should be saved. (for one/Multiple camera control),Planned,
123741,[Redundant] Verify that barcode control is present in tool box.,Planned,
123742,[Redundant] Verify the correct icon & text is displayed for barcode control in tool box.,Planned,
124264,Verify that after dropping the barcode on canvas properties associated with that control is displayed.,Planned,
124265,[Redundant] Verify the default value format of ID field in property window.,Planned,
124269,Verify that user should allowed to change the value of Descriptive name field in property window.,Planned,
124270,[Redundant] Verify that error should display when user leaves the Descriptive name field blank.,Planned,
124271,Verify the default value in DISPLAY TEXT and ID format field in property window.,Planned,
124272,[Redundant] Verify that error should display when user leaves the DISPLAY TEXT field blank.,Planned,
124273,Verify that default value(i.e. Barcode) should display in canvas for display text if user leaves the DISPLAY TEXT empty.,Planned,
124274,[Redundant]Verify that user should allowed to change the value of DISPLAY TEXT field in property window.,Planned,
124275,Verify user should be allowed to change is DISPLAY TEXT property and should get reflected on canvas.,Planned,
124300,Verify that user should be able to delete the barcode control,Planned,
124302,Verify that user is able to drop more than one barcode control on different pages of a multipage App,Planned,
124306,Verify that user should be able to create & publish a multipage App app with Barcode control & other controls also.,Planned,
124752,Verify that a barcode is visible on a single /Multi page web app.,Planned,
124755,Verify that a camera scanner should open when user tap on a barcode  button.,Planned,
124756,Verify that various codes can be scanned on Android & IOS,Planned,
124769,Verify that a web app should work or able to scan if it contains single or multiple barcodes in an app.,Planned,
124771,Verify that separate list of scanned codes is created for each barcode control.,Planned,
124772,Verify that user is allowed to delete any value in the barcode list view without any error.,Planned,
126531,Verify that a (Required) tag is visible besides each control which is mandatory in a web app.,Planned,
126538,Verify that web app will only check the Required violation after app user taps on Submit,Planned,
126561,Verify that app should highlight all the required violation in one go on pressing Submit button or tab out.,Planned,
126562,Verify that on tapping OK user is taken to the page where the first 'Required' violation was made.,Planned,
126563,Verify that the webapp throws an error if any required field is blank.,Planned,
126564,Verify that the webapp should persist all the correct values passed by the user.,Planned,
127397,Verify the "Required" check box under properties of textbox control,Planned,
127400,Verify the "Error Message" input box under  properties of textbox control,Planned,
127402,Verify the "Error Message" input box if the value of Data Type dropdown is "None",Planned,
127404,Verify the default value of "Error Message" input box if the value of Data Type dropdown is "Text",Planned,
127405,Verify an error should get prompt if the value of Error Message input box is blank,Planned,
127406,Verify App developer can edit and enter any value in Error Message input box,Planned,
127411,Verify that an app dev has an option to pick the desired action of any button control which is dropped on the canvas.,Planned,
127412,Verify that an app dev has an option to set the desired action of any button control which is dropped on the canvas.,Planned,
127413,Verify the functionality of Submit Form action.,Planned,
127414,Verify the functionality of Navigate and Add Record action.,Planned,
127415,Verify the functionality of Navigate to action.,Planned,
127416,Verify the functionality of Navigate Back action.,Planned,
127417,Verify the functionality of Validate and Navigate action.,Planned,
127421,Verify that the alert messsasge if user leaves any required field blank and taps on a button having 'Validate and Navigate' action for a multipage app.,Planned,
127424,Verify user should be able to enter the email address in the textbox on agent,Planned,
127425,Verify the user gets the default or customised error message if enters an invalid email address,Planned,
127426,Verify the user gets no error message if enters an invalid email address,Planned,
127428,Verify the invalid email id should remain in the textbox when user gets the error message,Planned,
127429,Verfiy that the webapp displays all required field the violation errors available on a single page where navigate and validate action is set on a button.,Planned,
127430,Verify if user enters valid email address after entering invalid email address,Planned,
127431,Verify that the webapp should retain all the values passed by the user after the validation error appears on the agent due to Navigate and Validate button.,Planned,
127517,Verify that user is allowed to move on the next page only after resolving all the existing error on that page.,Planned,
127523,Verify the behavior of the app on agent if the page is having Navigate and Validate button but required validation for textbox control is unchecked (while creating the app).,Planned,
127524,Verify that tapping Submit button fires all the validations applied to each control in a web app.,Planned,
127543,Verify that navigate and validate action works fine if user passes any incorrect data at the time of edit and tries to save it,Planned,
129804,Verify that a customer Admin is navigated to User list page by clicking on the setting tab and select Users tab.,Planned,
129805,Verify that Customer users list are displayed as a grid with Name email RoleModified by last Modified  and Action,Planned,
129806,Verify that email column should contain emails address of the user provided at the time of customer user creation,Planned,
129807,Verify that Name column should pick the First and last name of the user provided at the tome of creating the users,Planned,
129809,Verify that every editing for a  user should be tracked for editor information under modified by column,Planned,
129810,Verify that every editing for a user should be tracked for edit time information under last modified column,Planned,
129811,Verify that the default User status shown by the color dot before the name.,Planned,
129812,Verify that user is navigated to Add user link on click of 'Add user' button.,Planned,
129813,Verify that every active user should see the following set of actions on the user action menu i.e.Deactivate and delete,Planned,
129814,Verify that edit user should be clickable and navigates the Admin to Edit Customer user page.,Planned,
129815,Verify that any user added new is added to the stack to the top,Planned,
130159,Verify that user is navigated to Create customer user screen when he clicks on Add user button,Planned,
130160,Verify the form elemenst for Create user form,Planned,
130161,Verify that First name is mandatory and accept Camel /title case only,Planned,
130162,Verify the character limit for First name,Planned,
130163,Verify that Last name is mandatory and and accepted in camel /title case only,Planned,
130166,Verify the character limit for Last name,Planned,
130167,Verify that email address is mandatory,Planned,
130168,Verify the email address has email specific character check,Planned,
130169,Verify that confirm email address is mandatory,Planned,
130170,Verify field validation for email address and confirm email address field,Planned,
130171,Verify that upload picture is not mandatory,Planned,
130173,Verify that Role dropdown carry's already created roles in the system,Planned,
130174,Verify that Add Role link is given right hand upper side of the existing drop down.,Planned,
130175,Verify the content of Permission pop up,Planned,
130176,Verify that role name text box is active and accept value as per validations,Planned,
130177,Verify that Role name should be unique,Planned,
130179,Verify that role is successfully created and added to role dropdown on clicking of Add Role link on the right hand side.,Planned,
130180,Verify that role created on Create user screen should be extendable while creating more users.,Planned,
130181,Verify that user can be created using pre-defined roles,Planned,
130182,Verify that newly created user should show up on user listing page in Active state.,Planned,
130183,Verify that system should authenticate new user when logged in using respective username and password,Planned,
131172,Verify user should get the Number option under data type drop down,Planned,
131173,Verify the conditions user gets when data type Number is selected.,Planned,
131174,Verify the condition IsNumber and the default error message,Planned,
131175,Verify for the condition IsNumber the error message can be made empty,Planned,
131176,Verify for the condition IsNumber the error message can be customized,Planned,
131177,Verify the condition Greater Than and the default error message,Planned,
131178,Verify that the Greater than value can be changed and default error message should get changed accordingly,Planned,
131179,Verify in the Greater Than textbox user should not be able to enter any non numeric field,Planned,
131180,Verify the Greater Than textbox should give an error if made empty.,Planned,
131181,Verify for the condition Greater Than the error message can be made empty,Planned,
131182,Verify for the condition Greater Than the error message can be customized,Planned,
131183,Verify the condition Less Than and the default error message,Planned,
131184,Verify that the Less Than value can be changed and default error message should get changed accordingly,Planned,
131185,Verify in the Less Than textbox user should not be able to enter any non numeric field,Planned,
131186,Verify the Less Than textbox should give an error if made empty.,Planned,
131187,Verify for the condition Less Than the error message can be made empty,Planned,
131188,Verify for the condition Less Than the error message can be customized,Planned,
131189,Verify the condition Equal To and the default error message,Planned,
131190,Verify that the Equal To value can be changed and default error message should get changed accordingly,Planned,
131191,Verify in the Equal To textbox user should not be able to enter any non numeric field,Planned,
131192,Verify the Equal To textbox should give an error if made empty.,Planned,
131193,NA Verify for the condition Equal To the error message can be made empty,Planned,
131194,Verify for the condition Equal To the error message can be customized,Planned,
131195,Verify the condition Not Equal To and the default error message,Planned,
131196,Verify that the Not Equal To value can be changed and default error message should get changed accordingly,Planned,
131197,Verify in the Not Equal To textbox user should not be able to enter any non numeric field,Planned,
131198,Verify the Not Equal To textbox should give an error if made empty.,Planned,
131199,Verify for the condition Not Equal To the error message can be made empty,Planned,
131200,Verify for the condition Not Equal To the error message can be customized,Planned,
131201,Verify the condition Range and the default error message,Planned,
131202,Verify that the Range values can be changed and default error message should get changed accordingly,Planned,
131203,Verify in the Range textboxes user should not be able to enter any non numeric field,Planned,
131204,Verify the range textboxes should give an error if made empty.,Planned,
131205,Verify the Min range value should be Less than Max range value,Planned,
131206,Verify for the condition Range the error message can be made empty,Planned,
131207,Verify for the condition Range the error message can be customized,Planned,
131208,Verify the condition Not in Range and the default error message,Planned,
131209,Verify that the Not in Range values can be changed and default error message should get changed accordingly,Planned,
131210,Verify in the Not in Range textboxes user should not be able to enter any non numeric field,Planned,
131211,Verify the Not In Range textboxes should give an error if made empty.,Planned,
131212,Verify the Min Not in Range value should be less Max Not in Range value,Planned,
131213,Verify for the condition Not in Range the error message can be made empty,Planned,
131214,Verify for the condition Not in Range the error message can be customized,Planned,
131215,Verify the condition Not Allow Decimal and the default error message,Planned,
131216,Verify for the condition Not Allow Decimal the error message can be made empty,Planned,
131217,Verify for the condition Not Allow Decimal the error message can be customized,Planned,
131222,Verify the IsNumber validation on agent with default and customised error message and also when records are in edit mode,Planned,
131224,Verify the IsNumber validation on agent with default and customised error message when the record is in edit mode,Planned,
131227,Verify that if correct value is entered than the  IsNumber validation error message should be removed.,Planned,
131228,Verify that if correct value is entered than the  IsNumber validation error message should be removed when the record is in edit mode,Planned,
131229,Verify the IsNumber validation if the textbox is required or not required.,Planned,
131230,Verify the IsNumber validation if the textbox is required when the record is in edit mode.,Planned,
131232,Verify the IsNumber validation if the textbox is not required when the record is in edit mode.,Planned,
131233,Verify the Greater Than validation on agent with default error message and also when record is in edit mode,Planned,
131235,Verify the Greater Than validation on agent with customized error message and also when record is in edit mode,Planned,
131237,Verify that if correct value is entered than the  Greater Than validation error message should be removed and also when record is in edit mode.,Planned,
131239,Verify if non numeric data is entered in the textbox with Greater than validation.,Planned,
131240,Verify if non numeric data is entered in the textbox with Greater than validation when the record is in edit mode.,Planned,
131241,Verify the Greater Than validation if the textbox is required or not required.,Planned,
131242,Verify the Greater Than validation if the textbox is required or not required when the record is in edit mode.,Planned,
131245,Verify the Less Than validation on agent with default error message,Planned,
131246,Verify the Less Than validation on agent with default error message when the record is in edit mode.,Planned,
131247,Verify the Less Than validation on agent with customized error message,Planned,
131248,Verify the Less Than validation on agent with customized error message when the record is in edit mode.,Planned,
131250,Verify that if correct value is entered than the  Less Than validation error message should be removed.,Planned,
131251,Verify that if correct value is entered than the  Less Than validation error message should be removed when the record is in edit mode.,Planned,
131252,Verify if non numeric data is entered in the textbox with Less than validation.,Planned,
131253,Verify if non numeric data is entered in the textbox with Less than validation when the record is in edit mode.,Planned,
131254,Verify the Less Than validation if the textbox is required and also when records are in edit mode .,Planned,
131256,Verify the Less Than validation if the textbox is not required and also when the record is in edit mode .,Planned,
131257,Verify the Less Than validation if the textbox is not required when the record is in edit mode.,Planned,
131258,Verify the Equal To validation on agent with default error message,Planned,
131259,Verify the Equal To validation on agent with default error message when the record is in edit mode.,Planned,
131260,Verify the Equal To validation on agent with customized error message,Planned,
131261,Verify the Equal To validation on agent with customized error message when the record is in edit mode.,Planned,
131262,Verify that if correct value is entered than the  Equal To validation error message should be removed.,Planned,
131263,Verify that if correct value is entered than the  Equal To validation error message should be removed  when the record is in edit mode.,Planned,
131264,Verify if non numeric data is entered in the textbox with Equal To validation.,Planned,
131265,Verify if non numeric data is entered in the textbox with Equal To validation  when the record is in edit mode.,Planned,
131266,Verify the Equal To validation if the textbox is required and not required.,Planned,
131267,Verify the Equal To validation if the textbox is required  Or not required when the record is in edit mode.,Planned,
131270,Verify the Not Equal To validation on agent with default error message,Planned,
131271,Verify the Not Equal To validation on agent with default error message when the record is in edit mode,Planned,
131272,Verify the Not Equal To validation on agent with customized error message,Planned,
131273,Verify the Not Equal To validation on agent with customized error message when the record is in edit mode.,Planned,
131274,Verify that if correct value is entered than the  Not Equal To validation error message should be removed.,Planned,
131275,Verify that if correct value is entered than the  Not Equal To validation error message should be removed when the record is in edit mode.,Planned,
131276,Verify if non numeric data is entered in the textbox with Not Equal To validation.,Planned,
131277,Verify if non numeric data is entered in the textbox with Not Equal To validation when the record is in edit mode.,Planned,
131278,Verify the Not Equal To validation if the textbox is required and also when the record is in edit mode.,Planned,
131280,Verify the Not Equal To validation if the textbox is not required and also when record is in edit mode .,Planned,
131282,Verify the Range validation on agent with default error message and also when the record is in edit mode,Planned,
131284,Verify the Range validation on agent with customized error message and also when records is in edit mode,Planned,
131286,Verify that if correct value is entered than the  Range validation error message should be removed and also when records are in edit mode,Planned,
131288,Verify if non numeric data is entered in the textbox with Range validation.,Planned,
131289,Verify if non numeric data is entered in the textbox with Range validation when the record is in edit mode.,Planned,
131290,Verify the Range validation if the textbox is required or not required .,Planned,
131291,Verify the Range validation if the textbox is required when the record is in edit mode.,Planned,
131293,Verify the Range validation if the textbox is not required when the record is in edit mode.,Planned,
131294,Verify the Not in Range validation on agent with default and customised error message,Planned,
131295,Verify the Not in Range validation on agent with default and customised error message when the record is in edit mode,Planned,
131299,Verify that if correct value is entered than the  Not in Range validation error message should be removed when the record is in edit mode.,Planned,
131301,Verify if non numeric data is entered in the textbox with Not in Range validation when the record is in edit mode.,Planned,
131302,Verify the Not in Range validation if the textbox is required and not required.,Planned,
131303,Verify the Not in Range validation if the textbox is required when the record is in edit mode.,Planned,
131305,Verify the Not in Range validation if the textbox is not required when the record is in edit mode.,Planned,
131306,Verify the Not allow Decimal validation on agent with default and customised error message,Planned,
131307,Verify the Not allow Decimal validation on agent with default error message when the record is in edit mode,Planned,
131311,Verify that if correct value is entered than the  Not allow Decimal validation error message should be removed when the record is in edit mode.,Planned,
131312,Verify if non numeric data is entered in the textbox with Not allow decimal validation.,Planned,
131313,Verify if non numeric data is entered in the textbox with Not allow decimal validation when the record is in edit mode.,Planned,
131314,Verify the Not allow Decimal validation if the textbox is required and is in edit or normal mode .,Planned,
131316,Verify the Not allow Decimal validation if the textbox is not required in both edit and normal mode.,Planned,
131318,Verify the textboxes with all the validation in an app are woking correctly with other controls.,Planned,
133741,Verify that an app developer should be able to see a required validations for Radio control.,Planned,
133742,Verify the sub property available of Rules property under Radio control.,Planned,
133743,Verify the values selected for required Radio button should persist if the app developer selects any other control and then again select the Radio button.,Planned,
133745,Verify that an app developer should be able to see a required validations property for Camera control.,Planned,
134952,Verify that user is navigated to Edit user screen when he clicks on Edit user under actions,Planned,
134953,Verify the form fields on Edit user page,Planned,
134954,Verify that First name is mandatory in Edit mode,Planned,
134955,Verify the character limit for First name in Edit mode,Planned,
134956,Verify that Last name is mandatory in Edit mode,Planned,
134957,Verify the character limit for Last name in Edit mode,Planned,
134961,Verify that email address is mandatory in Edit mode,Planned,
134962,Verify the email address has email specific character check in Edit mode,Planned,
134963,Verify that confirm email address is mandatory in Edit mode,Planned,
134964,Verify the Confirm email address has email specific character check in Edit mode,Planned,
134965,Verify the value entered for confirm email address should be matched with email address field in Edit mode,Planned,
134966,Content changes [7915]:Verify the new link"send reset password email",Planned,
134967,Content Changes 7915:Verify that upload picture is not mandatory in Edit mode,Planned,
134968,Verify if no picture is uploaded then the default image should be shown in Edit mode,Planned,
134970,Verify the values available in Role dropdown in Edit mode,Planned,
134971,Verify that user can create a new role in Edit mode,Planned,
134972,Verify the content of Permission pop up in Edit mode of customer user,Planned,
134973,Verify that role name text box is active and accept value as per validations in Edit mode,Planned,
134974,Verify that Role name should be mandatory,Planned,
134975,Verify that Role name should be unique in Edit mode,Planned,
134976,Verify that all modules in permission pop up are selectable in Edit mode of customer user,Planned,
134977,Verify at least one permission should be selected.,Planned,
134978,Verify that role is successfully created and added to role dropdown on clicking of Add role link on the pop up in Edit mode,Planned,
134979,Verify that role created on edit user screen should be extendable while editing more users.,Planned,
134980,Verify that a user can be edited using newly created roles on edit user screen itself.,Planned,
134981,Verify that user can be edited using pre-defined roles,Planned,
134982,Verify that edited user data should be updated on the user listing page,Planned,
135657,Verify that role name on create role overlay is mandatory,Planned,
135658,Verify that permission set on create role overlay is mandatory,Planned,
137204,Verify that email address accpetd in Edit mode should be unique,Planned,
137634,[Content Changes 7915] Verify that email address should be unique,Planned,
138784,Verify the validation errors for required text box email if multiple button actions are added on a single page.,Planned,
139899,Verify that a user is able to delete a Button from the canvas,Planned,
139901,Verify that a user is able to delete a Camera from the canvas,Planned,
139905,Verify that a user is able to delete a Text box from the canvas,Planned,
140851,Verify the Audio control is available under toolbox,Planned,
140852,Verify the user is able to drag and drop the audio control on canvas,Planned,
140854,Verify the default value of ID property of audio control,Planned,
140855,Verify the Descriptive name property and its default value,Planned,
140856,Verify the Descriptive name property is mandatory,Planned,
140857,Verify that Descriptive name is reset to Default value/Last saved on making Name field blank/Invalid/Duplicate Value and click outside the property field,Planned,
140859,Verify the IsRequired property,Planned,
140870,Verify that user is able to delete Audio control from the canvas,Planned,
145021,User should be able to see delete option under actions for any data source.,Planned,
145022,After clicking on delete option user should get confirmation popup,Planned,
145023,Verify if user clicks on Delete button on popup the data source should get deleted.,Planned,
145024,verify if the user clicks on cancel button the data source should not get deleted.,Planned,
146133,Verify that Manage Roles button available on Users screen,Planned,
146136,Verify that Name Modified  By Last modified are available on Manage Roles screen,Planned,
146140,Verify that a Customer Admin is able to see Data source tab on the Left Navigation,Planned,
146141,Verify that a Customer user with permission to access Data source is able to see Data source tab on the Left Navigation,Planned,
146143,Verify that a Customer user with all set of permission  is able to see Data source tab on the Left Navigation,Planned,
146145,Validate that defined roles are showing under Name attribute,Planned,
146149,Verify The No Data source page,Planned,
146150,Verify the layout of Data Source overlay,Planned,
146151,Verify that the name passed for data source by the customer admin is unique.,Planned,
146152,Verify that it is mandatory for customer admin to provide Name to the newly created Data Source.,Planned,
146153,Validate that created role date showing under Modified date attribute,Planned,
146154,Verify the type of options available for customer user as Data Source.,Planned,
146155,Verify the supported formats available to customer user for Data Source.,Planned,
146156,Verify that the customer admin has the option to select CSV as the format type in Data Source.,Planned,
