ID,Title,AutomationStatus,
68484,Verify that if app is not installed on agent and it is in "Deleted" state on server then Web console (server) should not send any command to agent for that specific app.,Not Automated,
68485,Verify that if app is not installed on agent and it is in "Blocked" state on server then server should not send any command to agent for that specific app.,Not Automated,
68486,Verify that if state at server is "Active" and version has not changed then server should not send any command to agent for that specific app.,Not Automated,
68487,Verify that if app is installed on agent as "Active" and state at server is "Blocked" then server should send "Pause" command to the agent.,Not Automated,
68488,Verify that if the app is installed on the agent as "Active" and state at server is "Deleted" then server should "Delete" that app from the device.,Not Automated,
68489,Verify that state of app on the agent is "Blocked" and if state at server is "Active" then server should send "Activate" command to the device.,Not Automated,
68490,Verify that if the State of app at agent is "Blocked" and if state at server is "Blocked" then server should not send any command on the device.,Not Automated,
68491,Verify that the state of app at agent is "Blocked" and if state at server is "Deleted" then app should get deleted from the agent.,Not Automated,
68516,Verification of error/ confirmation messages on web console.,Not Automated,
68600,Verification of schema generation using JSON with multiple data types and 1 primary key.,Not Automated,
68601,Verify that the database fails to generate schema via JSON file which consists of multiple data types and with primary key empty.,Not Automated,
68617,Verify that the database fails to generate schema via JSON file which consists of multiple data types and with primary key that does not exist.,Not Automated,
68618,Verify that the schema generated via JSON file consists of multiple data types and with valid composite key .,Not Automated,
68619,Verify that the agent fails to generate schema via JSON file which consists of multiple data types and with an invalid composite key in which one of the  columns exist.,Not Automated,
68620,Verify that the agent fails to generate schema via JSON file which consists of multiple columns of same name and has composite key.,Not Automated,
68621,Verify that the JSON does not generate schema if the JSON file is not properly formatted.,Not Automated,
68622,Verify that the agent fails to generate schema via JSON file which consists of a column with same name and has primary key.,Not Automated,
68623,Verify that the schema generated via JSON file consists of multiple data types and with valid composite key but all of the columns in composite key have same name,Not Automated,
68624,Verify that the database fails to generate schema via JSON file which consists of multiple data types and with composite key completely empty.,Not Automated,
68625,Verify that the database fails to generate schema via JSON file which consists of multiple data types and with composite key partially empty.,Not Automated,
68659,Verify that the schema generated for an application deletes automatically once the application is removed from the device/ app catalog.,Not Automated,
68663,Verify service response 204 when incorrect values with correct format for parameters are passed in the request,Not Automated,
68676,Verify that application should roll back  if the schema of that application was not created successfully.,Not Automated,
68677,Verify that the Schema is created on the Agent side SQLite when schema.json contains field decorator type as csv for all the DataTypes,Not Automated,
68679,Verify the values of supported datatypes for a column in the SQLite present on the Agent,Not Automated,
68680,Validate the column in the table on agent side uses Datatype field from schema.json and ignores DecoratorType value if Junk or Blank data is passed in schema.json,Not Automated,
68681,Verify that database throws error when user tries to create 2 tables with same name.,Not Automated,
68682,Verify that database throws error message if user tries to create a table which contains 2 columns of same name.,Not Automated,
68683,Verify that database server throws an error whe user tries to create a table which does not contain a primary key.,Not Automated,
68684,Verify that 2 columns 'Created date' & 'Modified date' should automatically get assigened to each table.,Not Automated,
68685,Verify that user is able to create DB table using a valid JSON file.,Not Automated,
68686,Verification of schema generation using JSON with multiple data types and 1 primary key.,Not Automated,
68687,Verify that the database fails to generate schema via JSON file which consists of multiple data types and with primary key empty.,Not Automated,
68688,Verify that the database fails to generate schema via JSON file which consists of multiple data types and with primary key that does not exist.,Not Automated,
68689,Verify that the schema generated via JSON file consists of multiple data types and with valid composite key .,Not Automated,
68690,Verify that the agent fails to generate schema via JSON file which consists of multiple data types and with an invalid composite key in which one of the  columns exist.,Not Automated,
68813,Verify that the project.explorer launches on web console using a pre-defined service.,Not Automated,
68828,Verify the Toolbar window on the screen.,Not Automated,
68829,Verify the navigation bar present on the top of the screen.,Not Automated,
68830,Verify the format of control.json file.,Not Automated,
68831,Verify that if user/admin pass a valid control.json file then then extry gets saved in the database file.,Not Automated,
68832,Verify that nothing is stored in the data base when control.json is of invalid format. (response),Not Automated,
68833,Verify that entries in the database gets updated for the same app if control.json is used for the same app with updated records,Not Automated,
68952,Verify the error on deleting the table name.,Not Automated,
68953,Verify new Table is created in DB when making required changes to the JSON file,Not Automated,
68954,Verify the proper Error should be generated and Table should not be created in DB on passing a blank table name in the Json File.,Not Automated,
68956,Verify that Duplicate Tables are not created in DB.,Not Automated,
68957,Verify table is not created in DB on removing the  FieldId OR DbFieldName from Json file.,Not Automated,
68958,Veify table is not created in DB if DataType is Blank in schema.json,Not Automated,
68959,Verify table is not created in DB and error is generated when Length Type is to some Decimal Value,Not Automated,
68960,Verify table is not created in DB and error is generated when Length Type is Blank,Not Automated,
68961,Verify table is not created in DB and error is generated when IsRequired property is set to Blank.,Not Automated,
68962,Verify table is not created in DB and error is generated when IsRequired propety is set to an Integer Value,Not Automated,
68963,Verify table is not created in DB and error is generated if IsRequired property is not available in a Json file.,Not Automated,
68964,Verify table is not created in DB and error is generated when DataType is not available in Json file.,Not Automated,
68965,Verify table is not created in DB and error is generated when user set Length of Property as a String value.,Not Automated,
68966,Verify table is not created in DB and error is generated when DBFieldName property is missing from Json File.,Not Automated,
68967,Verify table is not created in DB and error is generated when FieldId is not generated in Json file.,Not Automated,
68968,Verify table is not created in DB and error is generated when  Jint is passed as jint .,Not Automated,
68969,Verify table is not created in DB and error is generated when changing the  FieldId to fieldId in json file.,Not Automated,
69020,Verify that,Not Automated,
69022,Verify that Create App screen should not distort if resolution is set below 1024*800,Not Automated,
69023,Verify that Create App screen should render as per visual designs if the resolution is set above 1024*800,Not Automated,
69024,Verify that Create App Page should not distort when resolution is set to 1024*800,Not Automated,
69026,Verify that Manage App screen should not distort if resolution is set below 1024*800,Not Automated,
69027,Verify that Manage App screen should render as per visual designs if the resolution is set above 1024*800,Not Automated,
69028,Verify that Manage App Page should not distort when resolution is set to 1024*800,Not Automated,
69098,User data should not be retained if page is refreshed when user is on Create App Page on has entered the data in the fields.,Not Automated,
69100,Verify the action on clicking "Create App & Continue" in Offline Mode .,Not Automated,
69102,Verify the impact on clicking "Create App and Continue" multiple times when user is already creating an app existing in DB.,Not Automated,
69103,Verify the action while toggling in side nav between Dashboard and Apps in offline mode.,Not Automated,
69104,Verify server action on creation of an app on uploading the app image sizes as (192*193  193*192193*193 )px,Not Automated,
69105,Verify clicking LOG OUT button in offline mode.,Not Automated,
69106,Verify uploading the app icon image sizes as (599kb598kb601kb602kb),Not Automated,
69107,Verify uploading the app icon images multiple times(Deafult Icon-Upload the image-Deafult icon...) and then creating the app.,Not Automated,
69108,Verfiy the action clicking any bookmarked URL in Online or Offlin Mode.,Not Automated,
69111,Verify expanding and collapsing the side nav multiple times in Online or Offline Mode.,Not Automated,
69112,Verify the behaviour on clicking browser back button when user has clicked logged out at any screen.,Not Automated,
69113,Verify modifying the URL in address bar and running it.,Not Automated,
69124,App Data Insertion in SQlite dB,Not Automated,
69126,Verify that on clicking submit button all the data should get saved into the correct table inside the SQLite db.,Not Automated,
69128,Verify that invalid data from App(HTML form) should not be saved in SQLite.,Not Automated,
69130,Verify that entire command for Adding App data to SQLite should be rolled back if a single query condition goes wrong e.g. in case of non-submission of invalid data from form the valid data on the form also should not be submitted,Not Automated,
69131,Verify that Apps information should be stored in their Respective Tables in SQLite.,Not Automated,
69133,Verify that if user doesn't fill/select any of the mandatory field in form then error message should get displayed to user with error prone field.,Not Automated,
69134,Verify that any data entered in the input text field (not selected any checkbox) is saved inside the correct table in SQLite db.,Not Automated,
69135,Verify that any data selected from the check box (with empty text box) is saved inside the correct table in SQLite db.,Not Automated,
69137,Verify that if there is mismatch in mapping between appconfig.json schema.json index.html & appModels.json then entered data should not save in db.,Not Automated,
69138,Verify that data entered in the form is only saved in the SQLite table if it is of same data type as the column in SQLite db.,Not Automated,
69139,Verify that if user enter the data as int float Boolean string date-time then in SQLite dB it should get saved as int real Boolean text numeric respectively.,Not Automated,
69140,Verify that if user select multiple checkbox at one time then data should be saved in the respective column of table of dB as comma separated value as per the field decorator.,Not Automated,
69145,Verify that data entered in multiple textbox of different data types and selected multiple check box of different data types is saving in SQlite dB.,Not Automated,
69146,Verify that data entered in multiple textbox of different data types and selected single check box is saving in SQlite dB.,Not Automated,
69147,Verify that data entered in single textbox & selected multple check box of different data types is saving in SQlite dB.,Not Automated,
69174,Verify that data of two text fields(datatype: int & float) multi select checkbox (String) & single select checkbox (Float) is saving in SQlite dB.,Not Automated,
69175,Verify that data of two text fields(datatype: string & int) multi select checkbox(float) & single select checkbox(int) is saving in SQlite dB.,Not Automated,
69176,Verify that data of two text fields(datatype: string & float) multi select checkbox(int) & single select checkbox(string) is saving in SQlite dB.,Not Automated,
69177,Verify the data of multiple text box with different data types and multiple & single types of check box is saving in SQlite dB.,Not Automated,
69178,Verify that data of text field (string) & multi select checkbox(int) is saving in SQlite dB.,Not Automated,
69179,Verify that data of text field (string) & multi select checkbox(float) is saving in SQlite dB.,Not Automated,
69180,Verify that data of text field (int) & multi select checkbox(string) is saving in SQlite dB.,Not Automated,
69181,Verify that data of text field (string) & single select checkbox(boolean) is saving in SQlite dB.,Not Automated,
69183,Verify that data of multi select checkbox(int) & single select checkbox(boolean) is saving in SQlite dB.,Not Automated,
69270,Verify that the admin is able to replicate the save work flow using Save API.,Not Automated,
69271,Verify that admin can edit an app which is already present in the list/ database.,Not Automated,
69272,Verify that user lands to IDE page from Create App page and should be able to see the UI as per Visual designs,Not Automated,
69362,Verify new table is created when the field name and table Name is changed and an existing Table with no primary key is passed in the json.,Not Automated,
69363,Verify table is not created when primary key field ID is left empty.,Not Automated,
69364,Verify  table is created with new column boolean and float apart from the default ones,Not Automated,
69365,Verfiy table is created with custom fields and the default column names are updated if any changes are made in Madp.Services.api.exe,Not Automated,
69366,Verify a table withe 2 primary keys should not be created.,Not Automated,
69367,Verify table should not be created having unknown decorator type.,Not Automated,
69368,Verify table is not created if length param is removed for integer fieldsfrom JSON.,Not Automated,
69369,Verify table is created if For integer fields 0 and -1 are passed in length param,Not Automated,
69370,Verify table is not created if length param is removed for String fields from JSON,Not Automated,
69371,Verify table is not created if 0 and -1 are passed in length param for String fields in JSON.,Not Automated,
69372,Verify that the api updates the database by only matching the controlJsonID.,Not Automated,
69373,Verify  two tables are created when primary key for one acts as foregin in the other.,Not Automated,
69374,Verify table is not created on removing not null constraint from column that needs to be primary key.,Not Automated,
69375,Verify table is created if we make a foreign key from other table that is not a part of JSON,Not Automated,
69376,Verify values are inserted in the tables with primary and forgien key constraint.,Not Automated,
69377,Verify Data Insertion in DB,Not Automated,
69378,Verify that api updates the counter of the controljson each time admin hits the same app id.,Not Automated,
69380,Verify table is not created if we change one of the data  type for composite key while refering as foreign,Not Automated,
69381,Verfiy table is created if we create foreign reference for composite key in tables mentioned in JSON,Not Automated,
69382,Verify table is created on creating a bulky Schema with 5 tables.,Not Automated,
69383,Verify the functionality of controlJsonId in edit IDE feature.,Not Automated,
69384,Verify that the API load the IDE when user pass a valid information in the get request.,Not Automated,
69464,Verify no other control is present on canvas when user clicks Create App and Continue from Create App page.,Not Automated,
69467,Verify Admin is able to Drag and Drop textbox control within canvas.,Not Automated,
69468,Verify Admin is able to Drag and Drop Checkbox control within canvas.,Not Automated,
69471,To verify that Agent user receives successfull sync notification on clicking sync button,Not Automated,
69472,To verify that App data for the selected App only should be extracted and (only last saved record) synced with Server.,Not Automated,
69473,Verify the textbox placing if another control is already present within canvas.,Not Automated,
69474,Verify the checkbox placing if another control is already present within canvas.,Not Automated,
69475,Verify that Data Sync should not fail when Internet connectivity is slow,Not Automated,
69476,MADP_112 Verify that Data Sync failure should be gracefully handled when Internet connectivity is removed,Not Automated,
69477,MADP_112 Verify that Data Sync should be handled gracefully when phone battery is drained out suddenly,Not Automated,
69478,MADP_112 Verify that Data sync should be handled gracelfully when Device Autolock happens,Not Automated,
69479,MADP_112 Verify that Interrupts should not impact Data Sync and it should carry on parallely with formers,Not Automated,
69480,MADP_112 Verify that Sync should carry on when Application is taken to background and then brought back to foreground specially incase of multitasking,Not Automated,
69481,Verify that user should be able to edit the app info from IDE,Planned,
69482,Verify that on clicking on gear icon edit app info overlay should display and close on clicking cross or click escape,Not Automated,
69483,Verify that on clicking edit app a "GET" request will make & respective app will open for user to edit.,Not Automated,
69484,Verify that all the pre-saved data is loaded & displayed correctly to user on editing app.,Planned,
69485,Verify that all the field related validations should remain intact on editing an app similarly as on create new app page.,Planned,
69486,Verify that user should be able to edit the information of every field (Name Description & app icon).,Planned,
69487,Verify that while editing an app "Save& continue" button should be enables &  is clickable to user to save the edited app's data at any time.,Planned,
69488,Verify that on clicking "Update App & Continue" button a "Post" request will make & save the modified app data in dB.,Not Automated,
69489,Verify that there should be any visual indication to user (alert pop up toast message etc) to ensure the user that the modified data is saved successfully.,Planned,
69490,Verify that on clicking the "Save & Continue" user should be redirected to IDE,Planned,
69491,Verify automatic scroll happens if admin has added more controls then the current height of the canvas drop-zone.,Not Automated,
69492,Verify that all the modified data should get reflected on manage app page (i.e icon name description etc) after clicking on "save & Continue" button.,Planned,
69493,Verify that all the modified app data is reflected in dB in respective table/fields and on front end when user access the App info flow again (please add steps),Not Automated,
69494,Verify that recently edited app should displayed at the top in the list of apps(drafts) on manage apps page.,Not Automated,
69495,Verify that no field data should get modified in dB if user modify the data of any app & doesn't click on "Save" button (or clicks on "log out" button or close the browser).,Not Automated,
69496,Verify that there should be a "Cancel" button on edit app page & clickable to user.,Not Automated,
69497,Verify that on clicking "Cancel" button there should not be any updation in the data on app level & on dB level.,Not Automated,
69498,Verify that on clicking the Cancel button OR cross icon all the changes should be discarded & manage app page should display to user.,Planned,
69499,Verify the canvas is in between the canvas area in portrait and landscape mode.,Not Automated,
69502,Verify No Action takes place if admin releases the dragged control out of the canvas.,Not Automated,
69503,Verify the spacing between the 2 controls should be as per the css stylesheet provided.,Not Automated,
69504,Verify scroll bar is not visible until admin has added more controls then the current height of the canvas drop-zone.,Not Automated,
69578,Verify the behavior of Sync functionality when no data exists for an App in  SQLite,Not Automated,
69600,Verify that a web console admin is able to load the IDE (canvas) page using a get request.,Not Automated,
69601,Verify that admin is not able to launch the IDE (canvas) using a get request if it passes any invalid parameter.,Not Automated,
69602,Verify that all the records present in SQLite against App<App name> are Synced with server on click of Sync button.,Not Automated,
69688,Verify that on updating of any app "Modified On" and modified by column time stamp should get updated in dB and hence on app catalog,Not Automated,
69793,Device Agent | Verify that for a particular tenant zip file gets created on a specific hierarchical location.,Not Automated,
69794,Device Agent | Verify that the zip file consists of proper file structure as mentioned by the DEV team.,Not Automated,
69795,Device Agent | Verify that the zip file gets extracted on the device agent and renders all the files while showing a web view on device agent.,Not Automated,
69796,Device Agent | Verify that the schema created on the device DB contains same info as mentioned in the schema.json.,Not Automated,
69797,Device Agent | Verify that the index.html file present in the zip file is same at the time of form creation.,Not Automated,
69798,Device Agent | Verify that the zip file contains the same icon which was uplaoded by the admin at the time of app export.,Not Automated,
69799,Device Agent | Verify that the AppConfig.json present in the zip file should be of proper format.,Not Automated,
69800,Device Agent | Verify that the data synced by the agent should get saved in JSON repository table..,Not Automated,
69801,Device Agent | verify that if any of these files gets corrupted then the web app should rollback on the device agent.,Not Automated,
69852,To verify that a zip file will be generated when you export the app and stored at the location mentioned as base url.,Not Automated,
69853,To verify the location where zip file is placed and corresponding entry in the appconfiguration table.,Not Automated,
69854,To verify the folder structure of the Zip file,Not Automated,
69855,To verify the files present  per folder level inside th Zip file,Not Automated,
69856,To verify that Sync service is running successfully after File packaging,Not Automated,
69857,To verify that Download service is running successfully after Sync has been completed,Not Automated,
69858,To verify that Admin sees the publish button on IDE and is enabled for Admin,Not Automated,
69859,To verify that when Admin clicks on publish button without dropping any control to canvas he should be prompted with Alert asking his consent to save empty Canvas,Not Automated,
69860,To verify that Admin is able to Save the dropped in-scope controls and button on the canvas using Save button and gets a successfull save toast message when Autosave is not triggered.,Not Automated,
69861,To verify that Admin is taken to Web Console’s Manage App page on click on Manage Apps button and saved app is being displayed on top of the list with Status "Draft".,Not Automated,
69862,To verify that user should see Database entries made to Appconfig table under AppConfigdata ControlJSON and Schema JSON column in AppConfigurations JSON repository and App tables should be created at server side on export,Not Automated,
69863,To verify that following files will be generated on click of Export and stored at respective location:1. AppConfigJSON 2. ScemaJSON 3. FormJSON 4. Index.html 5. Model.js 6. Bal.js 7. <>.css 8. ProjectConfigJSON <Not for Sprint-11>,Not Automated,
69864,To verify the Location structure and content of SchemaJSON with respect to the App created at canvas,Not Automated,
69865,To verify the Location structure and content of ProjectJSON with respect to the App created at canvas,Not Automated,
69866,To verify the Location structure and content of FormJSON with respect to the App created at canvas,Not Automated,
69867,To verify the Location structure and content of Index.html with respect to the App created at canvas,Not Automated,
69868,To verify the Location structure and content of AppModel.js with respect to the App created at canvas,Not Automated,
69869,To verify the Location structure and content of Bal.js with respect to the App created at canvas,Not Automated,
69870,To verify the Location structure and content of icon.pngwith respect to the App created at canvas,Not Automated,
69871,To verify the Location structure and content of AppConfigJSON  with respect to the App.,Not Automated,
69872,Verify that user is able to save and export a multicontrol App with scrollable canvas.,Not Automated,
69873,To verify the system behavior when user drops some control on canvas and clicks on 'Back To Manage Apps ' on header,Not Automated,
69874,To verify that device agent should display a message "No apps found" if no web app is available for that tenant on the WC.,Planned,
69875,To verify that the device agent polls for the new info on server each time it is fresh launched or Pull to refresh app catalog screen,Planned,
69876,Verify that the device agent render the app in a same way it was created by the admin on web console. (Scenario: 1 text box + button).,Not Automated,
69879,Verify that the device agent render the app in a same way it was created by the admin on web console. [Scenario:  5X {a button after 2 text boxes}].,Not Automated,
69880,Verify that the "No App Found" message only appears on device agent when the app catalog is empty i.e. no app present of the tenant on the web console.,Not Automated,
69886,Verify that the user is able to Submit and sync the data from Agent App to the SQL server by using sync button.,Not Automated,
69887,Verify that if admin blocks an app on webconsole same is reflected on the device agent (on next sync).,Not Automated,
69888,Verify that if admin delete(s) an app on web console the same app gets deleted on the device agent (on next sync) .,Not Automated,
69893,Verify that app Catalog imbeds pagination if the apps count doesnot fit in first page.,Not Automated,
69912,Verify form elements such as labels and placeholder texts on create App page.,Not Automated,
69913,Verify that 'create app & continue' button button gets enabled only if user pass atleast 2 alpha numeric character as App Name.,Not Automated,
69914,Verify that 'Create app and Continue' button should get disabled if App name contains less than 2 characters.,Not Automated,
69915,Verify that placeholder text appears back if user enter the text in text fields & clear it,Not Automated,
69927,Verify the validation errors displayed on create app page.,Not Automated,
69928,Verify that webconsole admin is able to create an app using a default icon and app name consists of only 2 numeric characters.,Not Automated,
69929,Verify that admin is able to create an app with default image and  app name consists of 20 Numbers.,Not Automated,
69930,Verify that admin can create an app with default image and app name consists of 20 alphabets.,Not Automated,
69932,Verify that webconsole admin is able to create an app using a default icon and app name consists of only 2 alphabets.,Not Automated,
69935,Verify that webconsole admin is able to create an app using a default icon and app name consists of only 2 alphanumeric characters.,Not Automated,
69938,Verify that admin is able to create an app with default image and app name consists of 20 alphanumeric characters.,Not Automated,
69941,Verify that webconsole admin is able to create an app using a valid icon and app name consists of only 2 numeric characters.,Not Automated,
69943,Verify that an admin can create an app with valid image and  app name consists of 20 Numbers.,Not Automated,
69945,Verify that an admin can create an app with valid image and  app name consists of 20 alphabets.,Not Automated,
69947,Verify that an admin can create an app with valid image and  app name consists of 2 alphabets.,Not Automated,
69949,Verify that an admin can create an app with valid image and  app name consists of 2 alphanumeric characters.,Not Automated,
69953,Verify that an admin can create an app with valid image and  app name consists of 20 alphanumeric characters.,Not Automated,
69956,Verify that an admin can create an app with valid image and app name consists of multiple space(s) in between 2 word.,Not Automated,
69962,Verfies that webconsole throws an error if an image is used with resolution other then 192 x 192.,Not Automated,
69964,Verfies that webconsole throws an error if the format of image is other than png.,Not Automated,
69967,Verfies that webconsole throws an error if the file size if more than 600kb.,Not Automated,
69971,Verify action menu corresponding to Active app,Planned,
70009,Verify action menu corresponding to Blocked app,Planned,
70010,Verify action menu corresponding to DRAFT app,Planned,
70011,Verify Delete App Confirmation message - Published,Not Automated,
70012,Verify the alert confirmation message appears on screen when an admin tries to publish an app which is in Draft state.,Planned,
70013,Verify Delete App Confirmation message - Draft,Not Automated,
70015,Verify that user should be able to Publish the App present in draft state on Web Console from Action menu.,Not Automated,
70016,Verify that user is able to Edit App info multiple times but on publish the latest change should be included in the file Package,Not Automated,
70017,To Verify the size of Zip file reflected on database and WebConsole on Export,Not Automated,
70192,Execute test cases for App data insertion,Not Automated,
70193,Eexcute test cases for App data sync,Not Automated,
70194,Verify through Charles proxy  that data is extracted from local storage and converted to server compatible JSON format.,Not Automated,
70195,Call test cases for export app from sprint-11 (creation of App table carrying field specific to all input controls  with three extra fields  ID Date CreatedDate Modified).,Not Automated,
70196,Execute the test cases for App data sync,Not Automated,
70197,Verify through Charles proxy  that data is extracted for sync from local storage and converted to server compatible JSON format.,Not Automated,
70198,Execute test cases for App data sync and storage in JSONrepository from Sprint-10,Not Automated,
70199,Verify that JSON file stored in JSON repository for the app data travelling from Agent all field names and values should be present along with additional values for  Record ID Date created Date Modified.,Not Automated,
70200,Verify that all the values provided in App form on the Agent side are stored successfully in correct fields on the specific App table on MADPDB,Not Automated,
70201,Verify that record ID should be the primary Key for App table.,Not Automated,
70202,Verify that user is able to drag and drop the camera control Canvas for an App (containing Text box and button),Not Automated,
70203,Verify that App is installed on Agent successfully with Camera control,Not Automated,
70204,Verify that Camera button should be displayed on the App on the position where it was included in the zip file,Not Automated,
70205,Verify that when user clicks on the camera button it should open the camera on the device,Not Automated,
70206,Verify that when user clicks on device back button from camera app he should be taken to Application with the state he left it.,Not Automated,
70207,To verify that a a user is able to creat an app having Labels Text boxes Single Select Checkboxes Multi select check box  Camera Control and button  and successfully export it to the Agent,Not Automated,
70208,For App created verify that user is able to enter data and store the same in Local DB on Agent using Submit button on the App form,Not Automated,
70209,To verify that an app  with controls  for Labels Text boxes Single Select Checkboxes Multi select check box  Camera Control and button is rendered successfully on Agent  and a local storage DB for the app is created on SQLite DB,Not Automated,
70210,Execute scenarios for App data insertion,Not Automated,
70211,Execute scenarios for App data sync,Not Automated,
70213,To verify that an app  with controls  for single select Checkbox  and button is rendered successfully on Agent and a local storage DB for the app is created on SQLite DB,Not Automated,
70215,For App created in TC-70213 verify that user is able to enter data and store the same in Local DB on Agent using Submit button on the App form,Not Automated,
70216,Verify that once the data is stored the user is able sync the data back to server using sync button,Not Automated,
70217,To verify that an app  with controls  for multi select Checkboxes and button is rendered successfully on Agent and a local storage DB for the app is created on SQLite DB,Not Automated,
70218,For App created in TC-70217 verify that user is able to enter data and store the same in Local DB on Agent using Submit button on the App form,Not Automated,
70219,To verify that an app  with controls  for Single select  check box  multi select Checkboxes and button is rendered successfully on Agent and a local storage DB for the app is created on SQLite DB,Not Automated,
70220,For App created in TC-70219 verify that user is able to enter data and store the same in Local DB on Agent using Submit button on the App form,Not Automated,
70221,To verify that an app  with controls  for Labels Text boxes Single Select Checkboxes Multi select check box  Camera Control and button is rendered successfully on Agent  and a local storage DB for the app is created on SQLite DB,Not Automated,
70223,For App created in TC-70221 verify that user is able to enter data and store the same in Local DB on Agent using Submit button on the App form,Not Automated,
70225,Tentative| For App created in scenario-8 verify that once the data is stored the user is able sync the data back to server using sync button,Not Automated,
70226,Server | Verify the default sorting of apps on 'Manage app' screen is based on Descending order of 'Created date' i.e. Show Latest Created app first.,Not Automated,
70227,Positive Scenario | Verify that an admin can drag and drop the label control from the Tool box windows to the canvas area.,Not Automated,
70228,Positive Scenario | Verify that an admin can drag and drop the text box control from the Tool box windows to the canvas area and is able to see text box properties on event of drop text box,Not Automated,
70229,Positive Scenario | Verify that the labels attached to the form appears in same order (on the device) it was saved.,Not Automated,
70230,Server | Verify the  button label is  'Update App Info' when App is in Edit Info page .,Not Automated,
70277,Server | Verify that the Success Toast Message is not displayed when user is done with submitting 'Create new app' on the first page .,Not Automated,
70278,Server | Verify that 'Click here to upload icon' is displayed as placeholder for icon browse area while editing info for an existing app.,Not Automated,
70279,Positive Scenario | Verify that the default size of the label is fixed at 14px.,Planned,
70280,Positive Scenario | Verify that the default colour of the label is fixed to #71a6d8.,Not Automated,
70281,Page Validation | Verify the properties appearing on web console when user clicks on any label  dropped on the canvas.,Not Automated,
70282,Create a web-app | Verify that an admin is able to create an app form with default image icon and combination of 1 label; text box; and button.,Not Automated,
70283,Create a web-app | Verify that an admin is able to create a app form with a custom icon image and combination of 1 label; text box; and button.,Not Automated,
70284,Create a web-app | Verify that an admin is able to create a scrollable app form with default image icon and combination of multiple labels; text boxes; and button.,Not Automated,
70285,Create a web-app | Verify that an admin is able to create a app form with a custom icon image and combination of multiple labels; text boxes; and button.,Not Automated,
